Year,State,County,County ANSI,Value
1977,INDIANA,JAY,75,84.1
1977,INDIANA,RANDOLPH,135,86.1
1977,INDIANA,UNION,161,107.4
1977,INDIANA,WAYNE,177,101.3
1977,INDIANA,CARROLL,15,103.4
1977,INDIANA,CASS,17,101.3
1977,INDIANA,ELKHART,39,101.3
1977,INDIANA,FULTON,49,95.3
1977,INDIANA,KOSCIUSKO,85,105.4
1977,INDIANA,MARSHALL,99,96.3
1977,INDIANA,MIAMI,103,94.2
1977,INDIANA,ST. JOSEPH,141,98.3
1977,INDIANA,WABASH,169,94.2
1977,INDIANA,ADAMS,1,96.3
1977,INDIANA,ALLEN,3,99.3
1977,INDIANA,DE KALB,33,91.2
1977,INDIANA,HUNTINGTON,69,104.4
1977,INDIANA,LAGRANGE,87,107.4
1977,INDIANA,NOBLE,113,105.4
1977,INDIANA,STEUBEN,151,100.3
1977,INDIANA,WELLS,179,104.4
1977,INDIANA,WHITLEY,183,103.4
1977,INDIANA,BENTON,7,106.4
1977,INDIANA,JASPER,73,96.3
1977,INDIANA,LA PORTE,91,97.3
1977,INDIANA,LAKE,89,105.4
1977,INDIANA,NEWTON,111,114.5
1977,INDIANA,PORTER,127,102.3
1977,INDIANA,PULASKI,131,108.4
1977,INDIANA,STARKE,149,104.4
1977,INDIANA,WHITE,181,109.4
1977,INDIANA,BROWN,13,101.3
1977,INDIANA,CRAWFORD,25,100.3
1977,INDIANA,FLOYD,43,90.2
1977,INDIANA,HARRISON,61,95.3
1977,INDIANA,JACKSON,71,103.4
1977,INDIANA,LAWRENCE,93,97.3
1977,INDIANA,MONROE,105,103.4
1977,INDIANA,ORANGE,117,105.4
1977,INDIANA,PERRY,123,93.2
1977,INDIANA,WASHINGTON,175,95.3
1977,INDIANA,CLARK,19,94.2
1977,INDIANA,DEARBORN,29,99.3
1977,INDIANA,FRANKLIN,47,101.3
1977,INDIANA,JEFFERSON,77,97.3
1977,INDIANA,JENNINGS,79,95.3
1977,INDIANA,OHIO,115,96.3
1977,INDIANA,RIPLEY,137,99.3
1977,INDIANA,SCOTT,143,105.4
1977,INDIANA,SWITZERLAND,155,95.3
1977,INDIANA,DAVIESS,27,110.5
1977,INDIANA,DUBOIS,37,96.3
1977,INDIANA,GIBSON,51,102.3
1977,INDIANA,GREENE,55,101.3
1977,INDIANA,KNOX,83,110.5
1977,INDIANA,MARTIN,101,101.3
1977,INDIANA,PIKE,125,97.3
1977,INDIANA,POSEY,129,107.4
1977,INDIANA,SPENCER,147,92.2
1977,INDIANA,SULLIVAN,153,109.4
1977,INDIANA,VANDERBURGH,163,108.4
1977,INDIANA,WARRICK,173,100.3
1977,INDIANA,CLAY,21,102.3
1977,INDIANA,FOUNTAIN,45,107.4
1977,INDIANA,MONTGOMERY,107,109.4
1977,INDIANA,OWEN,119,113.5
1977,INDIANA,PARKE,121,105.4
1977,INDIANA,PUTNAM,133,107.4
1977,INDIANA,TIPPECANOE,157,88.2
1977,INDIANA,VERMILLION,165,111.5
1977,INDIANA,VIGO,167,92.2
1977,INDIANA,WARREN,171,99.3
1976,INDIANA,BARTHOLOMEW,5,111.3
1976,INDIANA,BOONE,11,114.3
1976,INDIANA,CLINTON,23,115.3
1976,INDIANA,DECATUR,31,123.3
1976,INDIANA,GRANT,53,107.3
1976,INDIANA,HAMILTON,57,113.3
1976,INDIANA,HANCOCK,59,115.3
1976,INDIANA,HENDRICKS,63,120.3
1976,INDIANA,HOWARD,67,111.3
1976,INDIANA,JOHNSON,81,117.3
1976,INDIANA,MADISON,95,107.3
1976,INDIANA,MARION,97,108.3
1976,INDIANA,MORGAN,109,118.3
1976,INDIANA,RUSH,139,125.3
1976,INDIANA,SHELBY,145,115.3
1976,INDIANA,TIPTON,159,124.3
1976,INDIANA,BLACKFORD,9,115.3
1976,INDIANA,DELAWARE,35,103.3
1976,INDIANA,FAYETTE,41,105.3
1976,INDIANA,HENRY,65,110.3
1976,INDIANA,JAY,75,97.3
1976,INDIANA,RANDOLPH,135,94.3
1976,INDIANA,UNION,161,118.3
1976,INDIANA,WAYNE,177,103.3
1976,INDIANA,CARROLL,15,119.3
1976,INDIANA,CASS,17,104.3
1976,INDIANA,ELKHART,39,105.3
1976,INDIANA,FULTON,49,115.3
1976,INDIANA,KOSCIUSKO,85,95.3
1976,INDIANA,MARSHALL,99,107.3
1976,INDIANA,MIAMI,103,109.3
1976,INDIANA,ST. JOSEPH,141,109.3
1976,INDIANA,WABASH,169,105.3
1976,INDIANA,ADAMS,1,97.3
1976,INDIANA,ALLEN,3,91.2
1976,INDIANA,DE KALB,33,95.3
1976,INDIANA,HUNTINGTON,69,105.3
1976,INDIANA,LAGRANGE,87,105.3
1976,INDIANA,NOBLE,113,103.3
1976,INDIANA,STEUBEN,151,93.3
1976,INDIANA,WELLS,179,107.3
1976,INDIANA,WHITLEY,183,103.3
1976,INDIANA,BENTON,7,115.3
1976,INDIANA,JASPER,73,107.3
1976,INDIANA,LA PORTE,91,107.3
1976,INDIANA,LAKE,89,113.3
1976,INDIANA,NEWTON,111,124.3
1976,INDIANA,PORTER,127,111.3
1976,INDIANA,PULASKI,131,113.3
1976,INDIANA,STARKE,149,109.3
1976,INDIANA,WHITE,181,111.3
1976,INDIANA,BROWN,13,109.3
1976,INDIANA,CRAWFORD,25,99.3
1976,INDIANA,FLOYD,43,101.3
1976,INDIANA,HARRISON,61,91.3
1976,INDIANA,JACKSON,71,109.3
1976,INDIANA,LAWRENCE,93,105.3
1976,INDIANA,MONROE,105,93.3
1976,INDIANA,ORANGE,117,107.3
1976,INDIANA,PERRY,123,85.2
1976,INDIANA,WASHINGTON,175,105.3
1976,INDIANA,CLARK,19,92.3
1976,INDIANA,DEARBORN,29,89.2
1976,INDIANA,FRANKLIN,47,99.3
1976,INDIANA,JEFFERSON,77,97.3
1976,INDIANA,JENNINGS,79,113.3
1976,INDIANA,OHIO,115,104.3
1976,INDIANA,RIPLEY,137,107.3
1976,INDIANA,SCOTT,143,103.3
1976,INDIANA,SWITZERLAND,155,91.3
1976,INDIANA,DAVIESS,27,130.4
1976,INDIANA,DUBOIS,37,105.3
1976,INDIANA,GIBSON,51,117.3
1976,INDIANA,GREENE,55,96.3
1976,INDIANA,KNOX,83,128.4
1976,INDIANA,MARTIN,101,86.2
1976,INDIANA,PIKE,125,103.3
1976,INDIANA,POSEY,129,115.3
1976,INDIANA,SPENCER,147,83.2
1976,INDIANA,SULLIVAN,153,111.3
1976,INDIANA,VANDERBURGH,163,104.3
1976,INDIANA,WARRICK,173,96.3
1976,INDIANA,CLAY,21,101.3
1976,INDIANA,FOUNTAIN,45,124.3
1976,INDIANA,MONTGOMERY,107,114.3
1976,INDIANA,OWEN,119,105.3
1976,INDIANA,PARKE,121,114.3
1976,INDIANA,PUTNAM,133,117.3
1976,INDIANA,TIPPECANOE,157,108.3
1976,INDIANA,VERMILLION,165,124.3
1976,INDIANA,VIGO,167,95.3
1976,INDIANA,WARREN,171,119.3
1975,INDIANA,BARTHOLOMEW,5,80
1975,INDIANA,BOONE,11,116.1
1975,INDIANA,CLINTON,23,124.1
1975,INDIANA,DECATUR,31,87
1975,INDIANA,GRANT,53,110
1975,INDIANA,HAMILTON,57,108
1975,INDIANA,HANCOCK,59,94
1975,INDIANA,HENDRICKS,63,102
1975,INDIANA,HOWARD,67,122.1
1975,INDIANA,JOHNSON,81,99
1975,INDIANA,MADISON,95,105
1975,INDIANA,MARION,97,84
1975,INDIANA,MORGAN,109,94
1975,INDIANA,RUSH,139,90
1975,INDIANA,SHELBY,145,88
1975,INDIANA,TIPTON,159,120.1
1975,INDIANA,BLACKFORD,9,97
1975,INDIANA,DELAWARE,35,104
1975,INDIANA,FAYETTE,41,80
1975,INDIANA,HENRY,65,85
1975,INDIANA,JAY,75,83
1975,INDIANA,RANDOLPH,135,86
1975,INDIANA,UNION,161,100
1975,INDIANA,WAYNE,177,80
1975,INDIANA,CARROLL,15,130.1
1975,INDIANA,CASS,17,114
1975,INDIANA,ELKHART,39,89
1975,INDIANA,FULTON,49,86
1975,INDIANA,KOSCIUSKO,85,90
1975,INDIANA,MARSHALL,99,86
1975,INDIANA,MIAMI,103,106
1975,INDIANA,ST. JOSEPH,141,84
1975,INDIANA,WABASH,169,98
1975,INDIANA,ADAMS,1,70
1975,INDIANA,ALLEN,3,80
1975,INDIANA,DE KALB,33,84
1975,INDIANA,HUNTINGTON,69,88
1975,INDIANA,LAGRANGE,87,94
1975,INDIANA,NOBLE,113,90
1975,INDIANA,STEUBEN,151,74
1975,INDIANA,WELLS,179,86
1975,INDIANA,WHITLEY,183,82
1975,INDIANA,BENTON,7,118.1
1975,INDIANA,JASPER,73,106
1975,INDIANA,LA PORTE,91,96
1975,INDIANA,LAKE,89,100
1975,INDIANA,NEWTON,111,116.1
1975,INDIANA,PORTER,127,95
1975,INDIANA,PULASKI,131,96
1975,INDIANA,STARKE,149,90
1975,INDIANA,WHITE,181,105
1975,INDIANA,BROWN,13,78
1975,INDIANA,CRAWFORD,25,60
1975,INDIANA,FLOYD,43,66
1975,INDIANA,HARRISON,61,58
1975,INDIANA,JACKSON,71,71
1975,INDIANA,LAWRENCE,93,73
1975,INDIANA,MONROE,105,84
1975,INDIANA,ORANGE,117,70
1975,INDIANA,PERRY,123,80
1975,INDIANA,WASHINGTON,175,61
1975,INDIANA,CLARK,19,81
1975,INDIANA,DEARBORN,29,62
1975,INDIANA,FRANKLIN,47,86
1975,INDIANA,JEFFERSON,77,72
1975,INDIANA,JENNINGS,79,84
1975,INDIANA,OHIO,115,60
1975,INDIANA,RIPLEY,137,72
1975,INDIANA,SCOTT,143,72
1975,INDIANA,SWITZERLAND,155,61
1975,INDIANA,DAVIESS,27,106
1975,INDIANA,DUBOIS,37,96
1975,INDIANA,GIBSON,51,110
1975,INDIANA,GREENE,55,101
1975,INDIANA,KNOX,83,110
1975,INDIANA,MARTIN,101,74
1975,INDIANA,PIKE,125,90
1975,INDIANA,POSEY,129,100
1975,INDIANA,SPENCER,147,76
1975,INDIANA,SULLIVAN,153,106
1975,INDIANA,VANDERBURGH,163,102
1975,INDIANA,WARRICK,173,92
1975,INDIANA,CLAY,21,98
1975,INDIANA,FOUNTAIN,45,118.1
1975,INDIANA,MONTGOMERY,107,112
1975,INDIANA,OWEN,119,90
1975,INDIANA,PARKE,121,110
1975,INDIANA,PUTNAM,133,101
1975,INDIANA,TIPPECANOE,157,112
1975,INDIANA,VERMILLION,165,112
1975,INDIANA,VIGO,167,104
1975,INDIANA,WARREN,171,126.1
1974,INDIANA,BARTHOLOMEW,5,83.7
1974,INDIANA,BOONE,11,58.8
1974,INDIANA,CLINTON,23,58.8
1974,INDIANA,DECATUR,31,92.6
1974,INDIANA,GRANT,53,77.7
1974,INDIANA,HAMILTON,57,68.7
1974,INDIANA,HANCOCK,59,83.7
1974,INDIANA,HENDRICKS,63,60.8
1974,INDIANA,HOWARD,67,77.7
1974,INDIANA,JOHNSON,81,80.7
1974,INDIANA,MADISON,95,79.7
1974,INDIANA,MARION,97,73.7
1974,INDIANA,MORGAN,109,76.7
1974,INDIANA,RUSH,139,89.6
1974,INDIANA,SHELBY,145,86.6
1974,INDIANA,TIPTON,159,76.7
1974,INDIANA,BLACKFORD,9,49.8
1974,INDIANA,DELAWARE,35,73.7
1974,INDIANA,FAYETTE,41,82.7
1974,INDIANA,HENRY,65,78.7
1974,INDIANA,JAY,75,54.8
1974,INDIANA,RANDOLPH,135,76.7
1974,INDIANA,UNION,161,93.6
1974,INDIANA,WAYNE,177,85.6
1974,INDIANA,CARROLL,15,81.7
1974,INDIANA,CASS,17,73.7
1974,INDIANA,ELKHART,39,50.8
1974,INDIANA,FULTON,49,54.8
1974,INDIANA,KOSCIUSKO,85,54.8
1974,INDIANA,MARSHALL,99,51.8
1974,INDIANA,MIAMI,103,70.7
1974,INDIANA,ST. JOSEPH,141,54.8
1974,INDIANA,WABASH,169,70.7
1974,INDIANA,ADAMS,1,64.7
1974,INDIANA,ALLEN,3,64.7
1974,INDIANA,DE KALB,33,50.8
1974,INDIANA,HUNTINGTON,69,65.7
1974,INDIANA,LAGRANGE,87,54.8
1974,INDIANA,NOBLE,113,54.8
1974,INDIANA,STEUBEN,151,48.8
1974,INDIANA,WELLS,179,64.7
1974,INDIANA,WHITLEY,183,53.8
1974,INDIANA,BENTON,7,90.6
1974,INDIANA,JASPER,73,79.7
1974,INDIANA,LA PORTE,91,62.7
1974,INDIANA,LAKE,89,69.7
1974,INDIANA,NEWTON,111,92.6
1974,INDIANA,PORTER,127,69.7
1974,INDIANA,PULASKI,131,64.7
1974,INDIANA,STARKE,149,58.8
1974,INDIANA,WHITE,181,79.7
1974,INDIANA,BROWN,13,60.7
1974,INDIANA,CRAWFORD,25,68.7
1974,INDIANA,FLOYD,43,78.7
1974,INDIANA,HARRISON,61,78.7
1974,INDIANA,JACKSON,71,82.7
1974,INDIANA,LAWRENCE,93,67.7
1974,INDIANA,MONROE,105,72.7
1974,INDIANA,ORANGE,117,78.7
1974,INDIANA,PERRY,123,70.7
1974,INDIANA,WASHINGTON,175,79.7
1974,INDIANA,CLARK,19,83.7
1974,INDIANA,DEARBORN,29,64.7
1974,INDIANA,FRANKLIN,47,75.7
1974,INDIANA,JEFFERSON,77,76.7
1974,INDIANA,JENNINGS,79,72.7
1974,INDIANA,OHIO,115,77.8
1974,INDIANA,RIPLEY,137,73.7
1974,INDIANA,SCOTT,143,86.6
1974,INDIANA,SWITZERLAND,155,74.7
1974,INDIANA,DAVIESS,27,88.6
1974,INDIANA,DUBOIS,37,87.6
1974,INDIANA,GIBSON,51,86.6
1974,INDIANA,GREENE,55,73.7
1974,INDIANA,KNOX,83,89.6
1974,INDIANA,MARTIN,101,76.6
1974,INDIANA,PIKE,125,80.7
1974,INDIANA,POSEY,129,83.6
1974,INDIANA,SPENCER,147,79.7
1974,INDIANA,SULLIVAN,153,71.7
1974,INDIANA,VANDERBURGH,163,82.7
1974,INDIANA,WARRICK,173,75.7
1974,INDIANA,CLAY,21,70.7
1974,INDIANA,FOUNTAIN,45,76.7
1974,INDIANA,MONTGOMERY,107,61.7
1974,INDIANA,OWEN,119,66.7
1974,INDIANA,PARKE,121,63.7
1974,INDIANA,PUTNAM,133,57.8
1974,INDIANA,TIPPECANOE,157,63.7
1974,INDIANA,VERMILLION,165,67.7
1974,INDIANA,VIGO,167,62.7
1974,INDIANA,WARREN,171,90.6
1973,INDIANA,BARTHOLOMEW,5,97.7
1973,INDIANA,BOONE,11,113.6
1973,INDIANA,CLINTON,23,118.6
1973,INDIANA,DECATUR,31,102.7
1973,INDIANA,GRANT,53,107.7
1973,INDIANA,HAMILTON,57,110.6
1973,INDIANA,HANCOCK,59,103.7
1973,INDIANA,HENDRICKS,63,97.7
1973,INDIANA,HOWARD,67,123.6
1973,INDIANA,JOHNSON,81,108.6
1973,INDIANA,MADISON,95,114.6
1973,INDIANA,MARION,97,109.6
1973,INDIANA,MORGAN,109,109.6
1973,INDIANA,RUSH,139,115.6
1973,INDIANA,SHELBY,145,95.7
1973,INDIANA,TIPTON,159,110.6
1973,INDIANA,BLACKFORD,9,89.7
1973,INDIANA,DELAWARE,35,100.7
1973,INDIANA,FAYETTE,41,105.7
1973,INDIANA,HENRY,65,98.7
1973,INDIANA,JAY,75,83.7
1973,INDIANA,RANDOLPH,135,94.7
1973,INDIANA,UNION,161,112.6
1973,INDIANA,WAYNE,177,100.7
1973,INDIANA,CARROLL,15,114.6
1973,INDIANA,CASS,17,111.6
1973,INDIANA,ELKHART,39,81.7
1973,INDIANA,FULTON,49,99.7
1973,INDIANA,KOSCIUSKO,85,93.7
1973,INDIANA,MARSHALL,99,95.7
1973,INDIANA,MIAMI,103,97.7
1973,INDIANA,ST. JOSEPH,141,87.7
1973,INDIANA,WABASH,169,102.7
1973,INDIANA,ADAMS,1,93.7
1973,INDIANA,ALLEN,3,91.7
1973,INDIANA,DE KALB,33,91.7
1973,INDIANA,HUNTINGTON,69,99.7
1973,INDIANA,LAGRANGE,87,87.7
1973,INDIANA,NOBLE,113,88.7
1973,INDIANA,STEUBEN,151,86.7
1973,INDIANA,WELLS,179,97.7
1973,INDIANA,WHITLEY,183,93.7
1973,INDIANA,BENTON,7,120.6
1973,INDIANA,JASPER,73,115.6
1973,INDIANA,LA PORTE,91,93.7
1973,INDIANA,LAKE,89,97.7
1973,INDIANA,NEWTON,111,113.6
1973,INDIANA,PORTER,127,97.7
1973,INDIANA,PULASKI,131,101.7
1973,INDIANA,STARKE,149,99.7
1973,INDIANA,WHITE,181,113.6
1973,INDIANA,BROWN,13,101.7
1973,INDIANA,CRAWFORD,25,89.7
1973,INDIANA,FLOYD,43,73.8
1973,INDIANA,HARRISON,61,85.7
1973,INDIANA,JACKSON,71,95.7
1973,INDIANA,LAWRENCE,93,86.7
1973,INDIANA,MONROE,105,94.7
1973,INDIANA,ORANGE,117,91.7
1973,INDIANA,PERRY,123,71.8
1973,INDIANA,WASHINGTON,175,94.7
1973,INDIANA,CLARK,19,90.7
1973,INDIANA,DEARBORN,29,73.8
1973,INDIANA,FRANKLIN,47,80.7
1973,INDIANA,JEFFERSON,77,79.7
1973,INDIANA,JENNINGS,79,79.7
1973,INDIANA,OHIO,115,85.7
1973,INDIANA,RIPLEY,137,79.7
1973,INDIANA,SCOTT,143,84.7
1973,INDIANA,SWITZERLAND,155,73.8
1973,INDIANA,DAVIESS,27,99.7
1973,INDIANA,DUBOIS,37,90.7
1973,INDIANA,GIBSON,51,97.7
1973,INDIANA,GREENE,55,108.6
1973,INDIANA,KNOX,83,109.6
1973,INDIANA,MARTIN,101,86.7
1973,INDIANA,PIKE,125,87.7
1973,INDIANA,POSEY,129,93.7
1973,INDIANA,SPENCER,147,94.7
1973,INDIANA,SULLIVAN,153,99.7
1973,INDIANA,VANDERBURGH,163,87.7
1973,INDIANA,WARRICK,173,85.7
1973,INDIANA,CLAY,21,95.7
1973,INDIANA,FOUNTAIN,45,110.6
1973,INDIANA,MONTGOMERY,107,115.6
1973,INDIANA,OWEN,119,84.7
1973,INDIANA,PARKE,121,95.7
1973,INDIANA,PUTNAM,133,109.6
1973,INDIANA,TIPPECANOE,157,117.6
1973,INDIANA,VERMILLION,165,108.6
1973,INDIANA,VIGO,167,90.7
1973,INDIANA,WARREN,171,112.6
1972,INDIANA,BARTHOLOMEW,5,93
1972,INDIANA,BOONE,11,111
1972,INDIANA,CLINTON,23,116
1972,INDIANA,DECATUR,31,107
1972,INDIANA,GRANT,53,110
1972,INDIANA,HAMILTON,57,107
1972,INDIANA,HANCOCK,59,106
1972,INDIANA,HENDRICKS,63,104
1972,INDIANA,HOWARD,67,124
1972,INDIANA,JOHNSON,81,103
1972,INDIANA,MADISON,95,106
1972,INDIANA,MARION,97,106
1972,INDIANA,MORGAN,109,108
1972,INDIANA,RUSH,139,105
1972,INDIANA,SHELBY,145,97
1972,INDIANA,TIPTON,159,109
1972,INDIANA,BLACKFORD,9,91
1972,INDIANA,DELAWARE,35,111
1972,INDIANA,FAYETTE,41,104
1972,INDIANA,HENRY,65,98
1972,INDIANA,JAY,75,91
1972,INDIANA,RANDOLPH,135,100
1972,INDIANA,UNION,161,102
1972,INDIANA,WAYNE,177,90
1972,INDIANA,CARROLL,15,113
1972,INDIANA,CASS,17,107
1972,INDIANA,ELKHART,39,80
1972,INDIANA,FULTON,49,105
1972,INDIANA,KOSCIUSKO,85,90
1972,INDIANA,MARSHALL,99,93
1972,INDIANA,MIAMI,103,98
1972,INDIANA,ST. JOSEPH,141,90
1972,INDIANA,WABASH,169,106
1972,INDIANA,ADAMS,1,99
1972,INDIANA,ALLEN,3,100
1972,INDIANA,DE KALB,33,91
1972,INDIANA,HUNTINGTON,69,105
1972,INDIANA,LAGRANGE,87,95
1972,INDIANA,NOBLE,113,82
1972,INDIANA,STEUBEN,151,86
1972,INDIANA,WELLS,179,96
1972,INDIANA,WHITLEY,183,93
1972,INDIANA,BENTON,7,120
1972,INDIANA,JASPER,73,115
1972,INDIANA,LA PORTE,91,104
1972,INDIANA,LAKE,89,103
1972,INDIANA,NEWTON,111,121
1972,INDIANA,PORTER,127,107
1972,INDIANA,PULASKI,131,103
1972,INDIANA,STARKE,149,97
1972,INDIANA,WHITE,181,117
1972,INDIANA,BROWN,13,103
1972,INDIANA,CRAWFORD,25,92
1972,INDIANA,FLOYD,43,80
1972,INDIANA,HARRISON,61,98
1972,INDIANA,JACKSON,71,106
1972,INDIANA,LAWRENCE,93,89
1972,INDIANA,MONROE,105,105
1972,INDIANA,ORANGE,117,93
1972,INDIANA,PERRY,123,78
1972,INDIANA,WASHINGTON,175,87
1972,INDIANA,CLARK,19,78
1972,INDIANA,DEARBORN,29,76
1972,INDIANA,FRANKLIN,47,77
1972,INDIANA,JEFFERSON,77,100
1972,INDIANA,JENNINGS,79,108
1972,INDIANA,OHIO,115,76
1972,INDIANA,RIPLEY,137,95
1972,INDIANA,SCOTT,143,100
1972,INDIANA,SWITZERLAND,155,82
1972,INDIANA,DAVIESS,27,95
1972,INDIANA,DUBOIS,37,105
1972,INDIANA,GIBSON,51,117
1972,INDIANA,GREENE,55,108
1972,INDIANA,KNOX,83,108
1972,INDIANA,MARTIN,101,82
1972,INDIANA,PIKE,125,100
1972,INDIANA,POSEY,129,113
1972,INDIANA,SPENCER,147,91
1972,INDIANA,SULLIVAN,153,104
1972,INDIANA,VANDERBURGH,163,93
1972,INDIANA,WARRICK,173,98
1972,INDIANA,CLAY,21,103
1972,INDIANA,FOUNTAIN,45,115
1972,INDIANA,MONTGOMERY,107,114
1972,INDIANA,OWEN,119,93
1972,INDIANA,PARKE,121,109
1972,INDIANA,PUTNAM,133,119
1972,INDIANA,TIPPECANOE,157,115
1972,INDIANA,VERMILLION,165,109
1972,INDIANA,VIGO,167,91
1972,INDIANA,WARREN,171,118
1971,INDIANA,BARTHOLOMEW,5,93.4
1971,INDIANA,BOONE,11,109
1971,INDIANA,CLINTON,23,114.1
1971,INDIANA,DECATUR,31,96.5
1971,INDIANA,GRANT,53,109
1971,INDIANA,HAMILTON,57,103.8
1971,INDIANA,HANCOCK,59,98.6
1971,INDIANA,HENDRICKS,63,100.7
1971,INDIANA,HOWARD,67,124.5
1971,INDIANA,JOHNSON,81,102.7
1971,INDIANA,MADISON,95,104.8
1971,INDIANA,MARION,97,104
1971,INDIANA,MORGAN,109,102
1971,INDIANA,RUSH,139,98.6
1971,INDIANA,SHELBY,145,102.7
1971,INDIANA,TIPTON,159,110
1971,INDIANA,BLACKFORD,9,88.2
1971,INDIANA,DELAWARE,35,105.8
1971,INDIANA,FAYETTE,41,93.4
1971,INDIANA,HENRY,65,92.4
1971,INDIANA,JAY,75,80.9
1971,INDIANA,RANDOLPH,135,86.1
1971,INDIANA,UNION,161,103.8
1971,INDIANA,WAYNE,177,88.2
1971,INDIANA,CARROLL,15,115.2
1971,INDIANA,CASS,17,112
1971,INDIANA,ELKHART,39,77.8
1971,INDIANA,FULTON,49,103.8
1971,INDIANA,KOSCIUSKO,85,92
1971,INDIANA,MARSHALL,99,95.5
1971,INDIANA,MIAMI,103,103
1971,INDIANA,ST. JOSEPH,141,89.2
1971,INDIANA,WABASH,169,105.8
1971,INDIANA,ADAMS,1,99.6
1971,INDIANA,ALLEN,3,93.4
1971,INDIANA,DE KALB,33,74.7
1971,INDIANA,HUNTINGTON,69,104
1971,INDIANA,LAGRANGE,87,67.4
1971,INDIANA,NOBLE,113,77.8
1971,INDIANA,STEUBEN,151,70.6
1971,INDIANA,WELLS,179,95.5
1971,INDIANA,WHITLEY,183,95.5
1971,INDIANA,BENTON,7,122.1
1971,INDIANA,JASPER,73,119.3
1971,INDIANA,LA PORTE,91,106.9
1971,INDIANA,LAKE,89,106.9
1971,INDIANA,NEWTON,111,117
1971,INDIANA,PORTER,127,114.1
1971,INDIANA,PULASKI,131,112
1971,INDIANA,STARKE,149,103.8
1971,INDIANA,WHITE,181,116.2
1971,INDIANA,BROWN,13,99
1971,INDIANA,CRAWFORD,25,90
1971,INDIANA,FLOYD,43,66
1971,INDIANA,HARRISON,61,71.6
1971,INDIANA,JACKSON,71,96.5
1971,INDIANA,LAWRENCE,93,79.9
1971,INDIANA,MONROE,105,84
1971,INDIANA,ORANGE,117,84.1
1971,INDIANA,PERRY,123,70.6
1971,INDIANA,WASHINGTON,175,76.8
1971,INDIANA,CLARK,19,75.7
1971,INDIANA,DEARBORN,29,84
1971,INDIANA,FRANKLIN,47,82
1971,INDIANA,JEFFERSON,77,88.2
1971,INDIANA,JENNINGS,79,86.1
1971,INDIANA,OHIO,115,83
1971,INDIANA,RIPLEY,137,95.5
1971,INDIANA,SCOTT,143,99.6
1971,INDIANA,SWITZERLAND,155,79.9
1971,INDIANA,DAVIESS,27,91.3
1971,INDIANA,DUBOIS,37,87.2
1971,INDIANA,GIBSON,51,100.7
1971,INDIANA,GREENE,55,102.7
1971,INDIANA,KNOX,83,103.8
1971,INDIANA,MARTIN,101,78.9
1971,INDIANA,PIKE,125,95.5
1971,INDIANA,POSEY,129,99.6
1971,INDIANA,SPENCER,147,78.9
1971,INDIANA,SULLIVAN,153,102
1971,INDIANA,VANDERBURGH,163,86.1
1971,INDIANA,WARRICK,173,82
1971,INDIANA,CLAY,21,98.6
1971,INDIANA,FOUNTAIN,45,114
1971,INDIANA,MONTGOMERY,107,111
1971,INDIANA,OWEN,119,95.5
1971,INDIANA,PARKE,121,102
1971,INDIANA,PUTNAM,133,103.8
1971,INDIANA,TIPPECANOE,157,103.8
1971,INDIANA,VERMILLION,165,105.8
1971,INDIANA,VIGO,167,110
1971,INDIANA,WARREN,171,120
1970,INDIANA,BARTHOLOMEW,5,62.6
1970,INDIANA,BOONE,11,87.3
1970,INDIANA,CLINTON,23,82.2
1970,INDIANA,DECATUR,31,71.9
1970,INDIANA,GRANT,53,94.5
1970,INDIANA,HAMILTON,57,82.2
1970,INDIANA,HANCOCK,59,83.2
1970,INDIANA,HENDRICKS,63,65.7
1970,INDIANA,HOWARD,67,95
1970,INDIANA,JOHNSON,81,75
1970,INDIANA,MADISON,95,91.4
1970,INDIANA,MARION,97,85.2
1970,INDIANA,MORGAN,109,67.8
1970,INDIANA,RUSH,139,73.9
1970,INDIANA,SHELBY,145,73.9
1970,INDIANA,TIPTON,159,81.1
1970,INDIANA,BLACKFORD,9,82.2
1970,INDIANA,DELAWARE,35,91.4
1970,INDIANA,FAYETTE,41,75
1970,INDIANA,HENRY,65,81.1
1970,INDIANA,JAY,75,72.9
1970,INDIANA,RANDOLPH,135,82.2
1970,INDIANA,UNION,161,83.2
1970,INDIANA,WAYNE,177,79.1
1970,INDIANA,CARROLL,15,82
1970,INDIANA,CASS,17,81.1
1970,INDIANA,ELKHART,39,75
1970,INDIANA,FULTON,49,75
1970,INDIANA,KOSCIUSKO,85,81.1
1970,INDIANA,MARSHALL,99,76
1970,INDIANA,MIAMI,103,78.1
1970,INDIANA,ST. JOSEPH,141,75
1970,INDIANA,WABASH,169,81.1
1970,INDIANA,ADAMS,1,95.5
1970,INDIANA,ALLEN,3,84
1970,INDIANA,DE KALB,33,72.9
1970,INDIANA,HUNTINGTON,69,93.5
1970,INDIANA,LAGRANGE,87,72.9
1970,INDIANA,NOBLE,113,77
1970,INDIANA,STEUBEN,151,76
1970,INDIANA,WELLS,179,90.4
1970,INDIANA,WHITLEY,183,84.2
1970,INDIANA,BENTON,7,87.3
1970,INDIANA,JASPER,73,93.1
1970,INDIANA,LA PORTE,91,81.1
1970,INDIANA,LAKE,89,84.2
1970,INDIANA,NEWTON,111,89.4
1970,INDIANA,PORTER,127,93.5
1970,INDIANA,PULASKI,131,81.1
1970,INDIANA,STARKE,149,84.2
1970,INDIANA,WHITE,181,83
