Year,State,County,County ANSI,Value
2003,INDIANA,WARRICK,173,117.5
2003,INDIANA,CLAY,21,154.1
2003,INDIANA,FOUNTAIN,45,163.7
2003,INDIANA,MONTGOMERY,107,157.3
2003,INDIANA,OWEN,119,136.5
2003,INDIANA,PARKE,121,155.2
2003,INDIANA,PUTNAM,133,145.7
2003,INDIANA,TIPPECANOE,157,156.4
2003,INDIANA,VERMILLION,165,160.1
2003,INDIANA,VIGO,167,151.9
2003,INDIANA,WARREN,171,155.4
2002,INDIANA,BARTHOLOMEW,5,108.2
2002,INDIANA,BOONE,11,151.2
2002,INDIANA,CLINTON,23,162.9
2002,INDIANA,DECATUR,31,112.5
2002,INDIANA,GRANT,53,109.6
2002,INDIANA,HAMILTON,57,126.7
2002,INDIANA,HANCOCK,59,117
2002,INDIANA,HENDRICKS,63,147
2002,INDIANA,HOWARD,67,141.5
2002,INDIANA,JOHNSON,81,113.6
2002,INDIANA,MADISON,95,121
2002,INDIANA,MARION,97,119.9
2002,INDIANA,MORGAN,109,119.2
2002,INDIANA,RUSH,139,111.6
2002,INDIANA,SHELBY,145,121.9
2002,INDIANA,TIPTON,159,137.5
2002,INDIANA,BLACKFORD,9,101.1
2002,INDIANA,DELAWARE,35,106
2002,INDIANA,FAYETTE,41,89.2
2002,INDIANA,HENRY,65,113.1
2002,INDIANA,JAY,75,69.3
2002,INDIANA,RANDOLPH,135,94.9
2002,INDIANA,UNION,161,103.9
2002,INDIANA,WAYNE,177,89
2002,INDIANA,CARROLL,15,155.4
2002,INDIANA,CASS,17,139.6
2002,INDIANA,ELKHART,39,126.1
2002,INDIANA,FULTON,49,118.1
2002,INDIANA,KOSCIUSKO,85,122.1
2002,INDIANA,MARSHALL,99,131.1
2002,INDIANA,MIAMI,103,116.2
2002,INDIANA,ST. JOSEPH,141,125.1
2002,INDIANA,WABASH,169,100.9
2002,INDIANA,ADAMS,1,93.7
2002,INDIANA,ALLEN,3,116.1
2002,INDIANA,DE KALB,33,119
2002,INDIANA,HUNTINGTON,69,90.8
2002,INDIANA,LAGRANGE,87,94.8
2002,INDIANA,NOBLE,113,110.8
2002,INDIANA,STEUBEN,151,91.8
2002,INDIANA,WELLS,179,97.2
2002,INDIANA,WHITLEY,183,115.8
2002,INDIANA,BENTON,7,160.1
2002,INDIANA,JASPER,73,147
2002,INDIANA,LA PORTE,91,112.7
2002,INDIANA,LAKE,89,114.6
2002,INDIANA,NEWTON,111,155.2
2002,INDIANA,PORTER,127,107.2
2002,INDIANA,PULASKI,131,128.6
2002,INDIANA,STARKE,149,114.7
2002,INDIANA,WHITE,181,160.6
2002,INDIANA,HARRISON,61,66.8
2002,INDIANA,JACKSON,71,91.3
2002,INDIANA,LAWRENCE,93,71.5
2002,INDIANA,MONROE,105,98.4
2002,INDIANA,ORANGE,117,70.2
2002,INDIANA,OTHER (COMBINED) COUNTIES,,87.1
2002,INDIANA,PERRY,123,77.4
2002,INDIANA,WASHINGTON,175,64
2002,INDIANA,CLARK,19,91.7
2002,INDIANA,DEARBORN,29,80.4
2002,INDIANA,FRANKLIN,47,78.1
2002,INDIANA,JEFFERSON,77,87
2002,INDIANA,JENNINGS,79,122.2
2002,INDIANA,OTHER (COMBINED) COUNTIES,,83.8
2002,INDIANA,RIPLEY,137,85.5
2002,INDIANA,SCOTT,143,123.6
2002,INDIANA,DAVIESS,27,106.7
2002,INDIANA,DUBOIS,37,78.7
2002,INDIANA,GIBSON,51,110.1
2002,INDIANA,GREENE,55,106.3
2002,INDIANA,KNOX,83,107
2002,INDIANA,MARTIN,101,75.2
2002,INDIANA,PIKE,125,91.4
2002,INDIANA,POSEY,129,120.8
2002,INDIANA,SPENCER,147,83
2002,INDIANA,SULLIVAN,153,117.2
2002,INDIANA,VANDERBURGH,163,110.9
2002,INDIANA,WARRICK,173,93.4
2002,INDIANA,CLAY,21,135.6
2002,INDIANA,FOUNTAIN,45,140.2
2002,INDIANA,MONTGOMERY,107,151.1
2002,INDIANA,OWEN,119,125.8
2002,INDIANA,PARKE,121,123.5
2002,INDIANA,PUTNAM,133,140.3
2002,INDIANA,TIPPECANOE,157,147.7
2002,INDIANA,VERMILLION,165,120.1
2002,INDIANA,VIGO,167,122.9
2002,INDIANA,WARREN,171,149.3
2001,INDIANA,BARTHOLOMEW,5,159.7
2001,INDIANA,BOONE,11,158.8
2001,INDIANA,CLINTON,23,173.8
2001,INDIANA,DECATUR,31,172.1
2001,INDIANA,GRANT,53,163.9
2001,INDIANA,HAMILTON,57,156.7
2001,INDIANA,HANCOCK,59,159.8
2001,INDIANA,HENDRICKS,63,160.7
2001,INDIANA,HOWARD,67,169.1
2001,INDIANA,JOHNSON,81,152.5
2001,INDIANA,MADISON,95,168.9
2001,INDIANA,MARION,97,167.3
2001,INDIANA,MORGAN,109,163.4
2001,INDIANA,RUSH,139,169.4
2001,INDIANA,SHELBY,145,158.2
2001,INDIANA,TIPTON,159,173.1
2001,INDIANA,BLACKFORD,9,160.9
2001,INDIANA,DELAWARE,35,165.5
2001,INDIANA,FAYETTE,41,164
2001,INDIANA,HENRY,65,160.8
2001,INDIANA,JAY,75,148.6
2001,INDIANA,RANDOLPH,135,153.5
2001,INDIANA,UNION,161,168
2001,INDIANA,WAYNE,177,158.8
2001,INDIANA,CARROLL,15,170.2
2001,INDIANA,CASS,17,161.2
2001,INDIANA,ELKHART,39,141.9
2001,INDIANA,FULTON,49,143.2
2001,INDIANA,KOSCIUSKO,85,156
2001,INDIANA,MARSHALL,99,151.3
2001,INDIANA,MIAMI,103,154.8
2001,INDIANA,ST. JOSEPH,141,139.3
2001,INDIANA,WABASH,169,161
2001,INDIANA,ADAMS,1,154.8
2001,INDIANA,ALLEN,3,150.2
2001,INDIANA,DE KALB,33,124.1
2001,INDIANA,HUNTINGTON,69,161
2001,INDIANA,LAGRANGE,87,90.3
2001,INDIANA,NOBLE,113,131.6
2001,INDIANA,STEUBEN,151,123.9
2001,INDIANA,WELLS,179,164.5
2001,INDIANA,WHITLEY,183,158.9
2001,INDIANA,BENTON,7,159.3
2001,INDIANA,JASPER,73,147.7
2001,INDIANA,LA PORTE,91,140.7
2001,INDIANA,LAKE,89,135.4
2001,INDIANA,NEWTON,111,160.9
2001,INDIANA,PORTER,127,139
2001,INDIANA,PULASKI,131,142.6
2001,INDIANA,STARKE,149,126.1
2001,INDIANA,WHITE,181,166.2
2001,INDIANA,HARRISON,61,141.1
2001,INDIANA,JACKSON,71,157
2001,INDIANA,LAWRENCE,93,144.5
2001,INDIANA,MONROE,105,161.3
2001,INDIANA,ORANGE,117,150.9
2001,INDIANA,OTHER (COMBINED) COUNTIES,,127.4
2001,INDIANA,PERRY,123,133.2
2001,INDIANA,WASHINGTON,175,144.7
2001,INDIANA,CLARK,19,149.1
2001,INDIANA,DEARBORN,29,136.3
2001,INDIANA,FRANKLIN,47,159.3
2001,INDIANA,JEFFERSON,77,159
2001,INDIANA,JENNINGS,79,151.7
2001,INDIANA,OTHER (COMBINED) COUNTIES,,133.2
2001,INDIANA,RIPLEY,137,160.6
2001,INDIANA,SCOTT,143,151.3
2001,INDIANA,DAVIESS,27,171.6
2001,INDIANA,DUBOIS,37,162.8
2001,INDIANA,GIBSON,51,165.7
2001,INDIANA,GREENE,55,159.2
2001,INDIANA,KNOX,83,166.8
2001,INDIANA,MARTIN,101,162.5
2001,INDIANA,PIKE,125,149
2001,INDIANA,POSEY,129,167.2
2001,INDIANA,SPENCER,147,146.2
2001,INDIANA,SULLIVAN,153,157.1
2001,INDIANA,VANDERBURGH,163,167.6
2001,INDIANA,WARRICK,173,150.8
2001,INDIANA,CLAY,21,158.9
2001,INDIANA,FOUNTAIN,45,154.9
2001,INDIANA,MONTGOMERY,107,158.2
2001,INDIANA,OWEN,119,160
2001,INDIANA,PARKE,121,146.4
2001,INDIANA,PUTNAM,133,157.8
2001,INDIANA,TIPPECANOE,157,157.5
2001,INDIANA,VERMILLION,165,160.6
2001,INDIANA,VIGO,167,148.7
2001,INDIANA,WARREN,171,154.1
2000,INDIANA,BARTHOLOMEW,5,153.7
2000,INDIANA,BOONE,11,137.2
2000,INDIANA,CLINTON,23,144.3
2000,INDIANA,DECATUR,31,158.3
2000,INDIANA,GRANT,53,153.9
2000,INDIANA,HAMILTON,57,141
2000,INDIANA,HANCOCK,59,156.2
2000,INDIANA,HENDRICKS,63,144.2
2000,INDIANA,HOWARD,67,151.1
2000,INDIANA,JOHNSON,81,152.2
2000,INDIANA,MADISON,95,156.9
2000,INDIANA,MARION,97,153.7
2000,INDIANA,MORGAN,109,157.1
2000,INDIANA,RUSH,139,157.1
2000,INDIANA,SHELBY,145,154.1
2000,INDIANA,TIPTON,159,158.6
2000,INDIANA,BLACKFORD,9,144.8
2000,INDIANA,DELAWARE,35,157.3
2000,INDIANA,FAYETTE,41,157.8
2000,INDIANA,HENRY,65,155.5
2000,INDIANA,JAY,75,147.4
2000,INDIANA,RANDOLPH,135,149.8
2000,INDIANA,UNION,161,160.5
2000,INDIANA,WAYNE,177,157.8
2000,INDIANA,CARROLL,15,143.2
2000,INDIANA,CASS,17,148.4
2000,INDIANA,ELKHART,39,132.1
2000,INDIANA,FULTON,49,135.6
2000,INDIANA,KOSCIUSKO,85,128.7
2000,INDIANA,MARSHALL,99,131.6
2000,INDIANA,MIAMI,103,137.7
2000,INDIANA,ST. JOSEPH,141,128.7
2000,INDIANA,WABASH,169,136.3
2000,INDIANA,ADAMS,1,141.7
2000,INDIANA,ALLEN,3,135.3
2000,INDIANA,DE KALB,33,124.5
2000,INDIANA,HUNTINGTON,69,140.9
2000,INDIANA,LAGRANGE,87,120
2000,INDIANA,NOBLE,113,130.8
2000,INDIANA,STEUBEN,151,134.3
2000,INDIANA,WELLS,179,140.9
2000,INDIANA,WHITLEY,183,138.5
2000,INDIANA,BENTON,7,139.3
2000,INDIANA,JASPER,73,146.1
2000,INDIANA,LA PORTE,91,134.4
2000,INDIANA,LAKE,89,133.6
2000,INDIANA,NEWTON,111,140.2
2000,INDIANA,PORTER,127,128.6
2000,INDIANA,PULASKI,131,131.7
2000,INDIANA,STARKE,149,133
2000,INDIANA,WHITE,181,149.1
2000,INDIANA,HARRISON,61,153.7
2000,INDIANA,JACKSON,71,140.7
2000,INDIANA,LAWRENCE,93,140.4
2000,INDIANA,MONROE,105,147.6
2000,INDIANA,ORANGE,117,162.9
2000,INDIANA,OTHER (COMBINED) COUNTIES,,135.8
2000,INDIANA,PERRY,123,135.4
2000,INDIANA,WASHINGTON,175,144.7
2000,INDIANA,CLARK,19,142.1
2000,INDIANA,DEARBORN,29,137.7
2000,INDIANA,FRANKLIN,47,157.8
2000,INDIANA,JEFFERSON,77,149.1
2000,INDIANA,JENNINGS,79,147.4
2000,INDIANA,OTHER (COMBINED) COUNTIES,,137.8
2000,INDIANA,RIPLEY,137,142.6
2000,INDIANA,SCOTT,143,154
2000,INDIANA,DAVIESS,27,165.1
2000,INDIANA,DUBOIS,37,156.8
2000,INDIANA,GIBSON,51,159.5
2000,INDIANA,GREENE,55,153.9
2000,INDIANA,KNOX,83,164.7
2000,INDIANA,MARTIN,101,155.2
2000,INDIANA,PIKE,125,156.2
2000,INDIANA,POSEY,129,160.1
2000,INDIANA,SPENCER,147,144.9
2000,INDIANA,SULLIVAN,153,160.1
2000,INDIANA,VANDERBURGH,163,158.8
2000,INDIANA,WARRICK,173,153.6
2000,INDIANA,CLAY,21,156.6
2000,INDIANA,FOUNTAIN,45,139.7
2000,INDIANA,MONTGOMERY,107,146.6
2000,INDIANA,OWEN,119,146.2
2000,INDIANA,PARKE,121,145.7
2000,INDIANA,PUTNAM,133,149.9
2000,INDIANA,TIPPECANOE,157,139.7
2000,INDIANA,VERMILLION,165,153.7
2000,INDIANA,VIGO,167,147.4
2000,INDIANA,WARREN,171,137.6
1999,INDIANA,BARTHOLOMEW,5,116.9
1999,INDIANA,BOONE,11,141.5
1999,INDIANA,CLINTON,23,153.3
1999,INDIANA,DECATUR,31,151.6
1999,INDIANA,GRANT,53,135.5
1999,INDIANA,HAMILTON,57,130.7
1999,INDIANA,HANCOCK,59,126.8
1999,INDIANA,HENDRICKS,63,139.9
1999,INDIANA,HOWARD,67,147.5
1999,INDIANA,JOHNSON,81,136.9
1999,INDIANA,MADISON,95,145
1999,INDIANA,MARION,97,129.4
1999,INDIANA,MORGAN,109,136.2
1999,INDIANA,RUSH,139,148.5
1999,INDIANA,SHELBY,145,127.3
1999,INDIANA,TIPTON,159,158.7
1999,INDIANA,BLACKFORD,9,132.4
1999,INDIANA,DELAWARE,35,149.2
1999,INDIANA,FAYETTE,41,135
1999,INDIANA,HENRY,65,142.7
1999,INDIANA,JAY,75,126.5
1999,INDIANA,RANDOLPH,135,133.6
1999,INDIANA,UNION,161,150.8
1999,INDIANA,WAYNE,177,128.8
1999,INDIANA,CARROLL,15,152.6
1999,INDIANA,CASS,17,142
1999,INDIANA,ELKHART,39,113.3
1999,INDIANA,FULTON,49,112.1
1999,INDIANA,KOSCIUSKO,85,124.8
1999,INDIANA,MARSHALL,99,122.9
1999,INDIANA,MIAMI,103,111
1999,INDIANA,ST. JOSEPH,141,107
1999,INDIANA,WABASH,169,115.7
1999,INDIANA,ADAMS,1,112.2
1999,INDIANA,ALLEN,3,124.2
1999,INDIANA,DE KALB,33,119.3
1999,INDIANA,HUNTINGTON,69,109.2
1999,INDIANA,LAGRANGE,87,125.2
1999,INDIANA,NOBLE,113,111
1999,INDIANA,STEUBEN,151,114.8
1999,INDIANA,WELLS,179,116.5
1999,INDIANA,WHITLEY,183,90.4
1999,INDIANA,BENTON,7,149.8
1999,INDIANA,JASPER,73,145
1999,INDIANA,LA PORTE,91,127.4
1999,INDIANA,LAKE,89,134.3
1999,INDIANA,NEWTON,111,160.4
1999,INDIANA,PORTER,127,143.3
1999,INDIANA,PULASKI,131,125.2
1999,INDIANA,STARKE,149,113.4
1999,INDIANA,WHITE,181,158.3
1999,INDIANA,HARRISON,61,87.7
1999,INDIANA,JACKSON,71,100.2
1999,INDIANA,LAWRENCE,93,100
1999,INDIANA,MONROE,105,110.2
1999,INDIANA,ORANGE,117,105.4
1999,INDIANA,OTHER (COMBINED) COUNTIES,,89.8
1999,INDIANA,PERRY,123,84.3
1999,INDIANA,WASHINGTON,175,101.5
1999,INDIANA,CLARK,19,95.3
1999,INDIANA,DEARBORN,29,107.6
1999,INDIANA,FRANKLIN,47,120.6
1999,INDIANA,JEFFERSON,77,109.7
1999,INDIANA,JENNINGS,79,95.7
1999,INDIANA,OTHER (COMBINED) COUNTIES,,74.2
1999,INDIANA,RIPLEY,137,114.5
1999,INDIANA,SCOTT,143,119.7
1999,INDIANA,DAVIESS,27,147
1999,INDIANA,DUBOIS,37,125.1
1999,INDIANA,GIBSON,51,128.1
1999,INDIANA,GREENE,55,123.5
1999,INDIANA,KNOX,83,139.8
1999,INDIANA,MARTIN,101,113.6
1999,INDIANA,PIKE,125,116.8
1999,INDIANA,POSEY,129,138.9
1999,INDIANA,SPENCER,147,106.9
1999,INDIANA,SULLIVAN,153,133.6
1999,INDIANA,VANDERBURGH,163,126.9
1999,INDIANA,WARRICK,173,111.6
1999,INDIANA,CLAY,21,149.4
1999,INDIANA,FOUNTAIN,45,143.1
1999,INDIANA,MONTGOMERY,107,144.8
1999,INDIANA,OWEN,119,118.6
1999,INDIANA,PARKE,121,135
1999,INDIANA,PUTNAM,133,148
1999,INDIANA,TIPPECANOE,157,147.2
1999,INDIANA,VERMILLION,165,140.6
1999,INDIANA,VIGO,167,130.4
1999,INDIANA,WARREN,171,133.6
1998,INDIANA,BARTHOLOMEW,5,125.9
1998,INDIANA,BOONE,11,140.2
1998,INDIANA,CLINTON,23,151.1
1998,INDIANA,DECATUR,31,135.6
1998,INDIANA,GRANT,53,125.5
1998,INDIANA,HAMILTON,57,143.7
1998,INDIANA,HANCOCK,59,131.2
1998,INDIANA,HENDRICKS,63,140.5
1998,INDIANA,HOWARD,67,149.2
1998,INDIANA,JOHNSON,81,125.6
1998,INDIANA,MADISON,95,150.9
1998,INDIANA,MARION,97,125.8
1998,INDIANA,MORGAN,109,124.7
1998,INDIANA,RUSH,139,135.8
1998,INDIANA,SHELBY,145,128.8
1998,INDIANA,TIPTON,159,139
1998,INDIANA,BLACKFORD,9,135.7
1998,INDIANA,DELAWARE,35,143.7
1998,INDIANA,FAYETTE,41,132.8
1998,INDIANA,HENRY,65,136.6
1998,INDIANA,JAY,75,131.6
1998,INDIANA,RANDOLPH,135,139.7
1998,INDIANA,UNION,161,143.8
1998,INDIANA,WAYNE,177,129.7
1998,INDIANA,CARROLL,15,146.3
1998,INDIANA,CASS,17,151.1
1998,INDIANA,ELKHART,39,139.4
1998,INDIANA,FULTON,49,138.6
1998,INDIANA,KOSCIUSKO,85,151.1
1998,INDIANA,MARSHALL,99,147.8
1998,INDIANA,MIAMI,103,151.3
1998,INDIANA,ST. JOSEPH,141,147
1998,INDIANA,WABASH,169,143.1
1998,INDIANA,ADAMS,1,138.9
1998,INDIANA,ALLEN,3,142.1
1998,INDIANA,DE KALB,33,144.3
1998,INDIANA,HUNTINGTON,69,139
1998,INDIANA,LAGRANGE,87,126.7
1998,INDIANA,NOBLE,113,152.1
1998,INDIANA,STEUBEN,151,122.8
1998,INDIANA,WELLS,179,152.3
1998,INDIANA,WHITLEY,183,135.4
1998,INDIANA,BENTON,7,135
1998,INDIANA,JASPER,73,148.1
1998,INDIANA,LA PORTE,91,142.2
1998,INDIANA,LAKE,89,150.4
1998,INDIANA,NEWTON,111,150.9
1998,INDIANA,PORTER,127,149.8
1998,INDIANA,PULASKI,131,142.8
1998,INDIANA,STARKE,149,138.2
1998,INDIANA,WHITE,181,141
1998,INDIANA,HARRISON,61,127.6
1998,INDIANA,JACKSON,71,113.1
1998,INDIANA,LAWRENCE,93,108.3
1998,INDIANA,MONROE,105,124.2
1998,INDIANA,ORANGE,117,133.2
1998,INDIANA,OTHER (COMBINED) COUNTIES,,113.8
1998,INDIANA,PERRY,123,109.6
1998,INDIANA,WASHINGTON,175,118.3
1998,INDIANA,CLARK,19,125.8
1998,INDIANA,DEARBORN,29,120.8
1998,INDIANA,FRANKLIN,47,114.4
1998,INDIANA,JEFFERSON,77,99.3
1998,INDIANA,JENNINGS,79,121.2
1998,INDIANA,OTHER (COMBINED) COUNTIES,,130.5
1998,INDIANA,RIPLEY,137,119.3
1998,INDIANA,SCOTT,143,117.2
1998,INDIANA,DAVIESS,27,130.3
1998,INDIANA,DUBOIS,37,136.5
1998,INDIANA,GIBSON,51,136.2
1998,INDIANA,GREENE,55,114.8
1998,INDIANA,KNOX,83,132
1998,INDIANA,MARTIN,101,107.5
1998,INDIANA,PIKE,125,123.3
1998,INDIANA,POSEY,129,139.5
1998,INDIANA,SPENCER,147,106.6
1998,INDIANA,SULLIVAN,153,135.4
1998,INDIANA,VANDERBURGH,163,131.8
1998,INDIANA,WARRICK,173,95.8
1998,INDIANA,CLAY,21,106.2
1998,INDIANA,FOUNTAIN,45,136.6
1998,INDIANA,MONTGOMERY,107,140.4
1998,INDIANA,OWEN,119,102.1
1998,INDIANA,PARKE,121,130.1
1998,INDIANA,PUTNAM,133,140.1
1998,INDIANA,TIPPECANOE,157,138.2
1998,INDIANA,VERMILLION,165,142.3
1998,INDIANA,VIGO,167,107.5
1998,INDIANA,WARREN,171,136.2
1997,INDIANA,BARTHOLOMEW,5,116
1997,INDIANA,BOONE,11,121.5
1997,INDIANA,CLINTON,23,128.8
1997,INDIANA,DECATUR,31,128.3
1997,INDIANA,GRANT,53,135.9
1997,INDIANA,HAMILTON,57,129.6
1997,INDIANA,HANCOCK,59,127.7
1997,INDIANA,HENDRICKS,63,121.3
1997,INDIANA,HOWARD,67,145.7
1997,INDIANA,JOHNSON,81,119.8
1997,INDIANA,MADISON,95,132.2
1997,INDIANA,MARION,97,121.5
1997,INDIANA,MORGAN,109,122.9
1997,INDIANA,RUSH,139,132.4
1997,INDIANA,SHELBY,145,123.7
1997,INDIANA,TIPTON,159,144.7
1997,INDIANA,BLACKFORD,9,126.9
1997,INDIANA,DELAWARE,35,116.2
1997,INDIANA,FAYETTE,41,105.1
1997,INDIANA,HENRY,65,125
1997,INDIANA,JAY,75,119.5
1997,INDIANA,RANDOLPH,135,113.1
1997,INDIANA,UNION,161,135
1997,INDIANA,WAYNE,177,125.9
1997,INDIANA,CARROLL,15,144.7
1997,INDIANA,CASS,17,138.3
1997,INDIANA,ELKHART,39,136.2
1997,INDIANA,FULTON,49,129.8
1997,INDIANA,KOSCIUSKO,85,134.6
1997,INDIANA,MARSHALL,99,127.8
1997,INDIANA,MIAMI,103,132.7
1997,INDIANA,ST. JOSEPH,141,126.5
1997,INDIANA,WABASH,169,134
1997,INDIANA,ADAMS,1,140.5
1997,INDIANA,ALLEN,3,139.3
1997,INDIANA,DE KALB,33,122
1997,INDIANA,HUNTINGTON,69,136.1
1997,INDIANA,LAGRANGE,87,123
1997,INDIANA,NOBLE,113,125.1
1997,INDIANA,STEUBEN,151,118.8
1997,INDIANA,WELLS,179,138.5
1997,INDIANA,WHITLEY,183,133.5
1997,INDIANA,BENTON,7,134.6
1997,INDIANA,JASPER,73,130.2
1997,INDIANA,LA PORTE,91,136.9
1997,INDIANA,LAKE,89,132.8
1997,INDIANA,NEWTON,111,130.3
1997,INDIANA,PORTER,127,138
1997,INDIANA,PULASKI,131,128.7
1997,INDIANA,STARKE,149,121.4
1997,INDIANA,WHITE,181,136.7
1997,INDIANA,BROWN,13,101.2
1997,INDIANA,CRAWFORD,25,74.6
1997,INDIANA,FLOYD,43,89.5
1997,INDIANA,HARRISON,61,68.3
1997,INDIANA,JACKSON,71,103.1
1997,INDIANA,LAWRENCE,93,94.5
1997,INDIANA,MONROE,105,98.5
1997,INDIANA,ORANGE,117,85
1997,INDIANA,PERRY,123,90
1997,INDIANA,WASHINGTON,175,89.1
1997,INDIANA,CLARK,19,93
1997,INDIANA,DEARBORN,29,89.9
1997,INDIANA,FRANKLIN,47,101.4
1997,INDIANA,JEFFERSON,77,90.3
1997,INDIANA,JENNINGS,79,106.8
1997,INDIANA,OHIO,115,86.7
1997,INDIANA,RIPLEY,137,97.8
1997,INDIANA,SCOTT,143,85.5
1997,INDIANA,SWITZERLAND,155,93.4
1997,INDIANA,DAVIESS,27,98
1997,INDIANA,DUBOIS,37,93.1
1997,INDIANA,GIBSON,51,113.2
1997,INDIANA,GREENE,55,94.3
1997,INDIANA,KNOX,83,113.1
1997,INDIANA,MARTIN,101,84.8
1997,INDIANA,PIKE,125,85.8
1997,INDIANA,POSEY,129,109.9
1997,INDIANA,SPENCER,147,94.2
1997,INDIANA,SULLIVAN,153,102.2
1997,INDIANA,VANDERBURGH,163,108.7
1997,INDIANA,WARRICK,173,106.3
1997,INDIANA,CLAY,21,111.7
1997,INDIANA,FOUNTAIN,45,110.3
1997,INDIANA,MONTGOMERY,107,111.3
1997,INDIANA,OWEN,119,113
1997,INDIANA,PARKE,121,112.1
1997,INDIANA,PUTNAM,133,112.1
1997,INDIANA,TIPPECANOE,157,115.1
1997,INDIANA,VERMILLION,165,110.5
1997,INDIANA,VIGO,167,104.3
1997,INDIANA,WARREN,171,109.9
1996,INDIANA,BARTHOLOMEW,5,116.7
1996,INDIANA,BOONE,11,113
1996,INDIANA,CLINTON,23,133.3
1996,INDIANA,DECATUR,31,120.8
1996,INDIANA,GRANT,53,117.9
1996,INDIANA,HAMILTON,57,117.5
1996,INDIANA,HANCOCK,59,125.4
1996,INDIANA,HENDRICKS,63,121.6
1996,INDIANA,HOWARD,67,142.8
1996,INDIANA,JOHNSON,81,109
1996,INDIANA,MADISON,95,129.8
1996,INDIANA,MARION,97,121.4
1996,INDIANA,MORGAN,109,127
1996,INDIANA,RUSH,139,126.7
1996,INDIANA,SHELBY,145,121.5
1996,INDIANA,TIPTON,159,131.2
1996,INDIANA,BLACKFORD,9,117.5
1996,INDIANA,DELAWARE,35,106.3
1996,INDIANA,FAYETTE,41,115.3
1996,INDIANA,HENRY,65,117.1
1996,INDIANA,JAY,75,92.6
1996,INDIANA,RANDOLPH,135,110.3
1996,INDIANA,UNION,161,120.2
1996,INDIANA,WAYNE,177,106.9
1996,INDIANA,CARROLL,15,149
1996,INDIANA,CASS,17,141.2
1996,INDIANA,ELKHART,39,110.4
1996,INDIANA,FULTON,49,126.7
1996,INDIANA,KOSCIUSKO,85,119.1
1996,INDIANA,MARSHALL,99,108.1
1996,INDIANA,MIAMI,103,132.2
1996,INDIANA,ST. JOSEPH,141,106.7
1996,INDIANA,WABASH,169,124.2
1996,INDIANA,ADAMS,1,119.6
1996,INDIANA,ALLEN,3,123.6
1996,INDIANA,DE KALB,33,97.9
1996,INDIANA,HUNTINGTON,69,118.5
1996,INDIANA,LAGRANGE,87,103.9
1996,INDIANA,NOBLE,113,112.7
1996,INDIANA,STEUBEN,151,106
1996,INDIANA,WELLS,179,123.1
1996,INDIANA,WHITLEY,183,109.1
1996,INDIANA,BENTON,7,138
1996,INDIANA,JASPER,73,125
1996,INDIANA,LA PORTE,91,126.9
1996,INDIANA,LAKE,89,112.7
1996,INDIANA,NEWTON,111,127.8
1996,INDIANA,PORTER,127,136.4
1996,INDIANA,PULASKI,131,110.3
1996,INDIANA,STARKE,149,103.2
1996,INDIANA,WHITE,181,147.8
1996,INDIANA,BROWN,13,96.7
1996,INDIANA,CRAWFORD,25,102.6
1996,INDIANA,FLOYD,43,102.3
1996,INDIANA,HARRISON,61,107
1996,INDIANA,JACKSON,71,129.2
1996,INDIANA,LAWRENCE,93,90.2
1996,INDIANA,MONROE,105,103.3
1996,INDIANA,ORANGE,117,115.8
1996,INDIANA,PERRY,123,114.9
1996,INDIANA,WASHINGTON,175,120.5
1996,INDIANA,CLARK,19,126.6
1996,INDIANA,DEARBORN,29,91.8
1996,INDIANA,FRANKLIN,47,112.7
1996,INDIANA,JEFFERSON,77,101
1996,INDIANA,JENNINGS,79,115.2
1996,INDIANA,OTHER (COMBINED) COUNTIES,,90.3
1996,INDIANA,RIPLEY,137,103
1996,INDIANA,SCOTT,143,128.2
1996,INDIANA,DAVIESS,27,122.1
1996,INDIANA,DUBOIS,37,124
1996,INDIANA,GIBSON,51,136.3
1996,INDIANA,GREENE,55,106.7
1996,INDIANA,KNOX,83,131
1996,INDIANA,MARTIN,101,119.1
1996,INDIANA,PIKE,125,126.2
1996,INDIANA,POSEY,129,140.2
1996,INDIANA,SPENCER,147,123.9
1996,INDIANA,SULLIVAN,153,112.3
1996,INDIANA,VANDERBURGH,163,136.2
1996,INDIANA,WARRICK,173,123
1996,INDIANA,CLAY,21,107.7
1996,INDIANA,FOUNTAIN,45,129.6
1996,INDIANA,MONTGOMERY,107,124.2
1996,INDIANA,OWEN,119,92.9
1996,INDIANA,PARKE,121,111.4
1996,INDIANA,PUTNAM,133,126.4
1996,INDIANA,TIPPECANOE,157,132.1
1996,INDIANA,VERMILLION,165,125.5
1996,INDIANA,VIGO,167,96.9
1996,INDIANA,WARREN,171,140.1
1995,INDIANA,BARTHOLOMEW,5,117
1995,INDIANA,BOONE,11,106
1995,INDIANA,CLINTON,23,102
1995,INDIANA,DECATUR,31,132
1995,INDIANA,GRANT,53,116
1995,INDIANA,HAMILTON,57,104
1995,INDIANA,HANCOCK,59,113
1995,INDIANA,HENDRICKS,63,120
1995,INDIANA,HOWARD,67,123
1995,INDIANA,JOHNSON,81,121
1995,INDIANA,MADISON,95,119
1995,INDIANA,MARION,97,107
1995,INDIANA,MORGAN,109,122
1995,INDIANA,RUSH,139,120
1995,INDIANA,SHELBY,145,115
1995,INDIANA,TIPTON,159,112
1995,INDIANA,BLACKFORD,9,108
1995,INDIANA,DELAWARE,35,121
1995,INDIANA,FAYETTE,41,116
